page,paragraph_enum,text,clean_text,y0,x0,y1,x1,width,height
24,7,"(1) In the event of a Supply Failure (as defined below), Bellicum shall have the option to request Miltenyi to establish, as soon as reasonably feasible and at Miltenyi’s sole cost and expense, a Secondary Location reasonably capable of making up the Supply Failure of the affected Miltenyi Product (the “Affected Miltenyi Product”), and if Miltenyi should either (i) notify Bellicum in writing that it is not willing and/or capable to establish a Secondary Location, or (ii) should not have established such Secondary Location and made up the Supply Failure within a reasonable period of time with regard to the Affected Miltenyi Product from receipt of Bellicum’s written request therefore, then Bellicum shall, at Bellicum’s sole cost and expense, have the right to select, qualify, and maintain an additional second source manufacturing facility as a back-up manufacturing facility for the Affected Miltenyi Products at the premises of a Third Party (the “Second-Source Supplier”). In the event that Bellicum elects to qualify a Second-Source Supplier for an Affected Miltenyi Product, it shall provide Miltenyi with prior written notice to Miltenyi including such details as Miltenyi reasonably requires to assess the qualifications of such Second-Source Supplier. Any such Second-Source Supplier shall be subject to the prior written consent of Miltenyi, which","(1) In the event of a Supply Failure (as defined below), Bellicum shall have the option to request Miltenyi to establish, as soon as reasonably feasible and at Miltenyi’s sole cost and expense, a Secondary Location reasonably capable of making up the Supply Failure of the affected Miltenyi Product (the “Affected Miltenyi Product”), and if Miltenyi should either (i) notify Bellicum in writing that it is not willing and/or capable to establish a Secondary Location, or (ii) should not have established such Secondary Location and made up the Supply Failure within a reasonable period of time with regard to the Affected Miltenyi Product from receipt of Bellicum’s written request therefore, then Bellicum shall, at Bellicum’s sole cost and expense, have the right to select, qualify, and maintain an additional second source manufacturing facility as a back-up manufacturing facility for the Affected Miltenyi Products at the premises of a Third Party (the “Second-Source Supplier”). In the event that Bellicum elects to qualify a Second-Source Supplier for an Affected Miltenyi Product, it shall provide Miltenyi with prior written notice to Miltenyi including such details as Miltenyi reasonably requires to assess the qualifications of such Second-Source Supplier. Any such Second-Source Supplier shall be subject to the prior written consent of Miltenyi, which",435.31072998046875,50.04999923706055,535.6795043945312,544.9506225585938,494.9006233215332,100.3687744140625
25,0,"shall not be unreasonably withheld, conditioned or delayed, except as necessary in Miltenyi’s reasonable judgment to protect the bona fide and legitimate interests of Miltenyi in protecting its proprietary Intellectual Property Rights from misappropriation or misuse (e.g., by disclosure to a Miltenyi Competitor). If Miltenyi so withholds its consent, it shall propose alternative Second-Source Suppliers reasonably acceptable to both Miltenyi and Bellicum. If the Parties fail to identify a mutually acceptable Second-Source Supplier within thirty (30) days, Bellicum may proceed with an alternative Second-Source Supplier of its choice (however not a Miltenyi Competitor) without Miltenyi’s consent.","shall not be unreasonably withheld, conditioned or delayed, except as necessary in Miltenyi’s reasonable judgment to protect the bona fide and legitimate interests of Miltenyi in protecting its proprietary Intellectual Property Rights from misappropriation or misuse (e.g., by disclosure to a Miltenyi Competitor). If Miltenyi so withholds its consent, it shall propose alternative Second-Source Suppliers reasonably acceptable to both Miltenyi and Bellicum. If the Parties fail to identify a mutually acceptable Second-Source Supplier within thirty (30) days, Bellicum may proceed with an alternative Second-Source Supplier of its choice (however not a Miltenyi Competitor) without Miltenyi’s consent.",101.38008117675781,50.04999923706055,160.7175750732422,544.95068359375,494.90068435668945,59.337493896484375
25,1,"(2) For purposes hereof, each of the following events shall be deemed a “Supply Failure”:","(2) For purposes hereof, each of the following events shall be deemed a “Supply Failure”:",170.1862335205078,50.04999923706055,179.0237274169922,369.46234130859375,319.4123420715332,8.837493896484375
25,2,"(i) if Miltenyi, using [...***...], fails to deliver to Bellicum at least [...***...]% (on a Miltenyi Product-by-Miltenyi Product basis) of an accepted Purchase Order of Miltenyi Product placed by Bellicum in accordance with the relevant binding Forecast within a reasonable period of time after the agreed Delivery Date therefor (whether by reason of Force Majeure or otherwise) more than twice during any Calendar Year; provided, however, that any of the foregoing events shall not be considered a Supply Failure to the extent that it results from:","(i) if Miltenyi, using [...***...], fails to deliver to Bellicum at least [...***...]% (on a Miltenyi Product-by-Miltenyi Product basis) of an accepted Purchase Order of Miltenyi Product placed by Bellicum in accordance with the relevant binding Forecast within a reasonable period of time after the agreed Delivery Date therefor (whether by reason of Force Majeure or otherwise) more than twice during any Calendar Year; provided, however, that any of the foregoing events shall not be considered a Supply Failure to the extent that it results from:",189.1237335205078,50.04999923706055,238.3611297607422,544.9500732421875,494.90007400512695,49.237396240234375
25,3,"(x) an act or omission of Bellicum, including any specific written instructions or requirements issued by Bellicum, including an Bellicum- Requested Change; or","(x) an act or omission of Bellicum, including any specific written instructions or requirements issued by Bellicum, including an Bellicum- Requested Change; or",249.7238311767578,50.04999923706055,268.66094970703125,544.9498291015625,494.89982986450195,18.937118530273438
25,4,(y) the failure or delay on the part of any supplier of materials designated and required by Bellicum or any other Subcontractor designated and required by Bellicum; or,(y) the failure or delay on the part of any supplier of materials designated and required by Bellicum or any other Subcontractor designated and required by Bellicum; or,280.02362060546875,50.04999923706055,298.96124267578125,544.9495239257812,494.8995246887207,18.9376220703125
25,5,"(z) a Required Change or other change in any material requirement relating to the development, manufacturing, packaging and shipping of Miltenyi Product at Miltenyi’s facility required by Applicable Laws, or the imposition of any other condition with respect to the Miltenyi Product by any governmental body or agency, or Regulatory Authority, based on Applicable Laws, or an event of Force Majeure, unless Miltenyi fails to use [...***...] to remedy the failure, inability, or delay within a reasonable period of time. In the event of the foregoing failures, inabilities, or delays, the Parties shall meet and discuss in good faith how to remedy the situation.","(z) a Required Change or other change in any material requirement relating to the development, manufacturing, packaging and shipping of Miltenyi Product at Miltenyi’s facility required by Applicable Laws, or the imposition of any other condition with respect to the Miltenyi Product by any governmental body or agency, or Regulatory Authority, based on Applicable Laws, or an event of Force Majeure, unless Miltenyi fails to use [...***...] to remedy the failure, inability, or delay within a reasonable period of time. In the event of the foregoing failures, inabilities, or delays, the Parties shall meet and discuss in good faith how to remedy the situation.",310.32342529296875,50.04999923706055,359.56134033203125,544.9507446289062,494.9007453918457,49.2379150390625
25,6,"(ii) If Miltenyi fails to Deliver to Bellicum at least [...***...]% (on a Miltenyi Product-by-Miltenyi Product basis) of an accepted Purchase Order, then for that Miltenyi Product affected by such failed Delivery, the next step in the Discount scheme set forth in Exhibit F shall be applied to such Miltenyi Product during the following two (2) Calendar Quarters (and a repeated failure shall result in further step in the Discount scheme being applied in like manner).","(ii) If Miltenyi fails to Deliver to Bellicum at least [...***...]% (on a Miltenyi Product-by-Miltenyi Product basis) of an accepted Purchase Order, then for that Miltenyi Product affected by such failed Delivery, the next step in the Discount scheme set forth in Exhibit F shall be applied to such Miltenyi Product during the following two (2) Calendar Quarters (and a repeated failure shall result in further step in the Discount scheme being applied in like manner).",370.92352294921875,50.04999923706055,420.16094970703125,544.95068359375,494.90068435668945,49.2374267578125
25,7,"(3) In the event that Bellicum selects a Second-Source Supplier over Miltenyi’s reasonable objection, Miltenyi shall not be responsible to","(3) In the event that Bellicum selects a Second-Source Supplier over Miltenyi’s reasonable objection, Miltenyi shall not be responsible to",431.52362060546875,50.04999923706055,440.36114501953125,544.9506225585938,494.9006233215332,8.8375244140625
25,8,"Bellicum for the performance of the said Second-Source Supplier. Any such Second-Source Supplier shall, as a condition of qualification, provide reasonable and customary undertakings to Miltenyi related to the protection of Miltenyi’s Confidential Information. Bellicum shall be primarily responsible, with Miltenyi’s reasonable cooperation and assistance, for providing proof of product equivalence and for filing all submissions or other correspondence with the applicable governmental or regulatory authorities in connection with any decision to seek approval of a manufacturing facility as Second-Source Supplier for Affected Miltenyi Product. Further, Bellicum shall be primarily responsible, with Miltenyi’s reasonable assistance, for all process and equipment validation","Bellicum for the performance of the said Second-Source Supplier. Any such Second-Source Supplier shall, as a condition of qualification, provide reasonable and customary undertakings to Miltenyi related to the protection of Miltenyi’s Confidential Information. Bellicum shall be primarily responsible, with Miltenyi’s reasonable cooperation and assistance, for providing proof of product equivalence and for filing all submissions or other correspondence with the applicable governmental or regulatory authorities in connection with any decision to seek approval of a manufacturing facility as Second-Source Supplier for Affected Miltenyi Product. Further, Bellicum shall be primarily responsible, with Miltenyi’s reasonable assistance, for all process and equipment validation",442.25506591796875,50.04999923706055,501.59259033203125,544.9503173828125,494.90031814575195,59.3375244140625
26,0,government inspection by such Regulatory Authorities.,government inspection by such Regulatory Authorities.,111.47920227050781,50.04999923706055,120.31670379638672,246.36859130859375,196.3185920715332,8.837501525878906
26,2,"(5) In furtherance of the Second-Source Supplier’s license grant pursuant to subsection (4) above, Miltenyi shall, to the extent reasonably necessary:","(5) In furtherance of the Second-Source Supplier’s license grant pursuant to subsection (4) above, Miltenyi shall, to the extent reasonably necessary:",239.6232452392578,50.04999923706055,259.19219970703125,544.9495239257812,494.8995246887207,19.568954467773438
26,3,"(i) provide the Second-Source Supplier, subject to a non-disclosure agreement on terms no less restrictive than those set forth herein, with prompt access to the documentation, protocols, assays, SOPs, materials, including biological materials, and other know-how and information constituting the manufacturing process of the Affected Miltenyi Product(s);","(i) provide the Second-Source Supplier, subject to a non-disclosure agreement on terms no less restrictive than those set forth herein, with prompt access to the documentation, protocols, assays, SOPs, materials, including biological materials, and other know-how and information constituting the manufacturing process of the Affected Miltenyi Product(s);",268.66082763671875,50.04999923706055,307.79815673828125,544.9503784179688,494.9003791809082,39.1373291015625
26,4,"(ii) assist the Second-Source Supplier with the working up and use of Miltenyi’s technology, including providing a reasonable level of technical assistance and consultation;","(ii) assist the Second-Source Supplier with the working up and use of Miltenyi’s technology, including providing a reasonable level of technical assistance and consultation;",319.16082763671875,50.04999923706055,338.09844970703125,544.9505004882812,494.9005012512207,18.9376220703125
26,5,(iii) provide the Second-Source Supplier with additional disclosures of information and technical assistance and consultation as necessary to keep the Second-Source Supplier informed of the then-current Miltenyi Intellectual Property Rights and the then-current manufacturing process(es) for the Affected Miltenyi Product(s); and,(iii) provide the Second-Source Supplier with additional disclosures of information and technical assistance and consultation as necessary to keep the Second-Source Supplier informed of the then-current Miltenyi Intellectual Property Rights and the then-current manufacturing process(es) for the Affected Miltenyi Product(s); and,349.46063232421875,50.04999923706055,388.59844970703125,544.9503173828125,494.90031814575195,39.1378173828125
26,6,(iv) provide such other assistance to Bellicum and the Second-Source Supplier as may be reasonably required to give effect to such license.,(iv) provide such other assistance to Bellicum and the Second-Source Supplier as may be reasonably required to give effect to such license.,399.96063232421875,50.04999923706055,418.89825439453125,544.9500122070312,494.9000129699707,18.9376220703125
26,7,"(6) Unless Miltenyi is in material breach, Bellicum will pay for work requested by Bellicum and conducted by or on behalf of Miltenyi, and reimburse Miltenyi for all reasonable and necessary costs and expenses incurred by Miltenyi, in establishing and maintaining Bellicum’s Second-Source Supplier for an Affected Miltenyi Product.","(6) Unless Miltenyi is in material breach, Bellicum will pay for work requested by Bellicum and conducted by or on behalf of Miltenyi, and reimburse Miltenyi for all reasonable and necessary costs and expenses incurred by Miltenyi, in establishing and maintaining Bellicum’s Second-Source Supplier for an Affected Miltenyi Product.",430.26092529296875,50.04999923706055,459.92950439453125,544.9505004882812,494.9005012512207,29.6685791015625
26,9,"7.1 Acceptance Testing. Bellicum or (for Miltenyi Product purchased by Bellicum but shipped directly to a Bellicum’s Affiliate, Subcontractor, or Licensee) Bellicum’s designated recipient of the","7.1 Acceptance Testing. Bellicum or (for Miltenyi Product purchased by Bellicum but shipped directly to a Bellicum’s Affiliate, Subcontractor, or Licensee) Bellicum’s designated recipient of the",487.70428466796875,50.04999923706055,507.27325439453125,544.9501953125,494.90019607543945,19.5689697265625
26,10,"shipment of Miltenyi Product will promptly upon Delivery visually inspect each shipment of Miltenyi Product delivered hereunder to (i) determine whether such Miltenyi Product is damaged and (ii) verify that the quantity of Miltenyi Product delivered conforms with the Purchase Order and other applicable documentation. Further, Bellicum shall have a period of [...***...] days from the date of Delivery to","shipment of Miltenyi Product will promptly upon Delivery visually inspect each shipment of Miltenyi Product delivered hereunder to (i) determine whether such Miltenyi Product is damaged and (ii) verify that the quantity of Miltenyi Product delivered conforms with the Purchase Order and other applicable documentation. Further, Bellicum shall have a period of [...***...] days from the date of Delivery to",526.8419799804688,50.04999923706055,555.8796997070312,544.9501953125,494.90019607543945,29.0377197265625
27,0,"perform, or have its Affiliate, Subcontractor, or Licensee (as the case may be) perform, incoming quality assurance testing on each shipment of Miltenyi Product in accordance with the Bellicum-approved quality control testing procedures as set forth in the Product Specifications or the Quality Agreement, as applicable (the “Testing Methods”), to verify conformance with the Product Specifications.","perform, or have its Affiliate, Subcontractor, or Licensee (as the case may be) perform, incoming quality assurance testing on each shipment of Miltenyi Product in accordance with the Bellicum-approved quality control testing procedures as set forth in the Product Specifications or the Quality Agreement, as applicable (the “Testing Methods”), to verify conformance with the Product Specifications.",101.37959289550781,50.04999923706055,130.4167938232422,544.9500732421875,494.90007400512695,29.037200927734375
27,1,"For the avoidance of doubt, Bellicum shall have no obligation under this Section 7.1 to inspect or test the contents of the Miltenyi Products other than as in accordance with the agreed Testing Methods, save as prescribed by Applicable Laws.","For the avoidance of doubt, Bellicum shall have no obligation under this Section 7.1 to inspect or test the contents of the Miltenyi Products other than as in accordance with the agreed Testing Methods, save as prescribed by Applicable Laws.",131.6793975830078,50.04999923706055,150.6169891357422,544.9501953125,494.90019607543945,18.937591552734375
27,2,"7.2 Rejection. Bellicum or its designee shall have the right to reject any shipment of Miltenyi Products that does not conform with the applicable Miltenyi Product Warranty at the time of Delivery when tested in accordance with the Testing Methods (each, a “Rejected Product”). Except in the case of latent defects as described in Section 7.3, each shipment of Miltenyi Products shall be deemed accepted by Bellicum if Bellicum or its designated recipient of the shipment does not provide Miltenyi with written notice of rejection (a “Rejection Notice”) within [...***...] days from the date of receipt of the relevant shipment of Miltenyi Product, describing the reasons for the rejection and the non-conforming characteristics of such Rejected Product in reasonable detail. Once a Delivery of Miltenyi Products is accepted or deemed accepted hereunder, Bellicum shall have no recourse against Miltenyi in the event any such Miltenyi Product is subsequently deemed unsuitable for use for any reason, except for Miltenyi Product that does not conform to the Miltenyi Product Warranty after said 30-day period due to a latent defect in the Miltenyi Product that could not be detected through the performance of the Testing Methods.","7.2 Rejection. Bellicum or its designee shall have the right to reject any shipment of Miltenyi Products that does not conform with the applicable Miltenyi Product Warranty at the time of Delivery when tested in accordance with the Testing Methods (each, a “Rejected Product”). Except in the case of latent defects as described in Section 7.3, each shipment of Miltenyi Products shall be deemed accepted by Bellicum if Bellicum or its designated recipient of the shipment does not provide Miltenyi with written notice of rejection (a “Rejection Notice”) within [...***...] days from the date of receipt of the relevant shipment of Miltenyi Product, describing the reasons for the rejection and the non-conforming characteristics of such Rejected Product in reasonable detail. Once a Delivery of Miltenyi Products is accepted or deemed accepted hereunder, Bellicum shall have no recourse against Miltenyi in the event any such Miltenyi Product is subsequently deemed unsuitable for use for any reason, except for Miltenyi Product that does not conform to the Miltenyi Product Warranty after said 30-day period due to a latent defect in the Miltenyi Product that could not be detected through the performance of the Testing Methods.",160.0856475830078,50.04999923706055,260.45440673828125,544.9505004882812,494.9005012512207,100.36875915527344
27,5,"7.5 Return or Destruction of Rejected Products. Bellicum may not return or destroy any batch of Miltenyi Products until it receives written notification from Miltenyi that Miltenyi does not dispute that such batch fails to conform to the applicable Miltenyi Product Warranty. Miltenyi will indicate in its notice either that Bellicum is authorized to destroy the rejected batch of Miltenyi Products, or that Miltenyi requires return of the rejected Miltenyi Products. Upon written authorization from Miltenyi to do so, Bellicum shall promptly destroy the rejected batch of Miltenyi Products and provide Miltenyi with written certification of","7.5 Return or Destruction of Rejected Products. Bellicum may not return or destroy any batch of Miltenyi Products until it receives written notification from Miltenyi that Miltenyi does not dispute that such batch fails to conform to the applicable Miltenyi Product Warranty. Miltenyi will indicate in its notice either that Bellicum is authorized to destroy the rejected batch of Miltenyi Products, or that Miltenyi requires return of the rejected Miltenyi Products. Upon written authorization from Miltenyi to do so, Bellicum shall promptly destroy the rejected batch of Miltenyi Products and provide Miltenyi with written certification of",469.39813232421875,50.04999923706055,519.2669067382812,544.950927734375,494.90092849731445,49.8687744140625
28,0,"such destruction. Upon receipt of Miltenyi’s request for return, Bellicum shall promptly return the rejected batch of Miltenyi Products to Miltenyi. In each case, Miltenyi will reimburse Bellicum for the documented, reasonable costs associated with the destruction or return of the rejected Miltenyi Products.","such destruction. Upon receipt of Miltenyi’s request for return, Bellicum shall promptly return the rejected batch of Miltenyi Products to Miltenyi. In each case, Miltenyi will reimburse Bellicum for the documented, reasonable costs associated with the destruction or return of the rejected Miltenyi Products.",100.74775695800781,50.04999923706055,129.7854461669922,544.9503173828125,494.90031814575195,29.037689208984375
28,1,"7.6 Replacement or Refund. Bellicum shall not be required to pay any invoice with respect to any shipment of Miltenyi Products properly rejected pursuant to this Section 7.2. Notwithstanding the foregoing, Bellicum shall be obligated to pay in full for any rejected shipment of Miltenyi Products that is not returned or destroyed in accordance with Section 7.5 above, and that is subsequently determined to conform to the applicable Miltenyi Product Warranty, irrespective of whether Bellicum has already paid Miltenyi for a replacement shipment (but in such event, the replacement shipment will be Delivered to Bellicum and will be included in Bellicum’s Minimum Purchases). If Bellicum pays in full for a shipment of Miltenyi Products and subsequently properly rejects such shipment in accordance with Section 7.2, Bellicum shall be entitled, upon confirmation that such shipment failed to conform to the applicable Miltenyi Product Warranty, either, at Bellicum’s option: (i) to a refund or credit equal to the Product Price paid with respect to such rejected shipment (including without limitation, taxes paid and shipping expenses); or (ii) to require Miltenyi to promptly replace and Deliver to Bellicum an amount of Miltenyi Products that conforms to the requirements of this Agreement at no additional cost to Bellicum. Bellicum acknowledges and agrees that Bellicum’s rights to a refund or credit for, or to receive replacement of, properly rejected shipments of Miltenyi Products hereunder shall be Bellicum’s sole and exclusive remedy, and Miltenyi’s sole obligation, with respect to non-conforming Miltenyi Products delivered hereunder.","7.6 Replacement or Refund. Bellicum shall not be required to pay any invoice with respect to any shipment of Miltenyi Products properly rejected pursuant to this Section 7.2. Notwithstanding the foregoing, Bellicum shall be obligated to pay in full for any rejected shipment of Miltenyi Products that is not returned or destroyed in accordance with Section 7.5 above, and that is subsequently determined to conform to the applicable Miltenyi Product Warranty, irrespective of whether Bellicum has already paid Miltenyi for a replacement shipment (but in such event, the replacement shipment will be Delivered to Bellicum and will be included in Bellicum’s Minimum Purchases). If Bellicum pays in full for a shipment of Miltenyi Products and subsequently properly rejects such shipment in accordance with Section 7.2, Bellicum shall be entitled, upon confirmation that such shipment failed to conform to the applicable Miltenyi Product Warranty, either, at Bellicum’s option: (i) to a refund or credit equal to the Product Price paid with respect to such rejected shipment (including without limitation, taxes paid and shipping expenses); or (ii) to require Miltenyi to promptly replace and Deliver to Bellicum an amount of Miltenyi Products that conforms to the requirements of this Agreement at no additional cost to Bellicum. Bellicum acknowledges and agrees that Bellicum’s rights to a refund or credit for, or to receive replacement of, properly rejected shipments of Miltenyi Products hereunder shall be Bellicum’s sole and exclusive remedy, and Miltenyi’s sole obligation, with respect to non-conforming Miltenyi Products delivered hereunder.",139.2541046142578,50.04999923706055,259.82257080078125,544.9506225585938,494.9006233215332,120.56846618652344
28,4,"8.1 Upfront Payment. Following execution of this Agreement and within [...***...] days of Bellicum’s receipt of an invoice therefor, and as consideration for (i) the right to use certain Miltenyi Products for human use, including the right to cross-reference to the Master File(s) and Miltenyi’s additional filings in connection with such Master File(s) as described in Article 4; (ii) Miltenyi’s obligation to supply certain Miltenyi Products for human clinical trials and commercialized human use; and (iii) Miltenyi’s support of Bellicum’s development and commercialization efforts regarding Bellicum Products, Bellicum will pay to Miltenyi a non-refundable upfront fee in the aggregate amount of two million Euro (€2,000,000) (the “Upfront Fee”). The Upfront Fee will be paid in installments, as follows: (a) a first installment of [...***...] Euro (€[...***...]), to be invoiced by Miltenyi following execution of this Agreement; (b) a second installment of [...***...] Euro (€[...***...]), to be invoiced by Miltenyi following the first anniversary of the Effective Date.","8.1 Upfront Payment. Following execution of this Agreement and within [...***...] days of Bellicum’s receipt of an invoice therefor, and as consideration for (i) the right to use certain Miltenyi Products for human use, including the right to cross-reference to the Master File(s) and Miltenyi’s additional filings in connection with such Master File(s) as described in Article 4; (ii) Miltenyi’s obligation to supply certain Miltenyi Products for human clinical trials and commercialized human use; and (iii) Miltenyi’s support of Bellicum’s development and commercialization efforts regarding Bellicum Products, Bellicum will pay to Miltenyi a non-refundable upfront fee in the aggregate amount of two million Euro (€2,000,000) (the “Upfront Fee”). The Upfront Fee will be paid in installments, as follows: (a) a first installment of [...***...] Euro (€[...***...]), to be invoiced by Miltenyi following execution of this Agreement; (b) a second installment of [...***...] Euro (€[...***...]), to be invoiced by Miltenyi following the first anniversary of the Effective Date.",346.93524169921875,50.04999923706055,427.10382080078125,544.9505615234375,494.90056228637695,80.1685791015625
28,5,"8.2 Milestone Payments. For each particular Bellicum Product, Bellicum will pay to Miltenyi [...***...], one-time only milestone payments of [...***...] Euro (€[...***...]) each, [...***...] milestone payment corresponding to [...***...], and [...***...] milestone payment corresponding to [...***...], or [...***...], whatever comes earlier, respectively, of such Bellicum Product, as set forth in such Bellicum Product’s or Bellicum Program corresponding Module(s).","8.2 Milestone Payments. For each particular Bellicum Product, Bellicum will pay to Miltenyi [...***...], one-time only milestone payments of [...***...] Euro (€[...***...]) each, [...***...] milestone payment corresponding to [...***...], and [...***...] milestone payment corresponding to [...***...], or [...***...], whatever comes earlier, respectively, of such Bellicum Product, as set forth in such Bellicum Product’s or Bellicum Program corresponding Module(s).",436.57293701171875,50.04999923706055,476.34161376953125,544.9505615234375,494.90056228637695,39.7686767578125
28,6,"8.3 Third Party Fees and Royalties. Bellicum will reimburse Miltenyi for Third Party royalties and/or license fees, if any, owed by Miltenyi under Third Party license agreements existing as of the Effective Date as set forth on Exhibit D solely to the extent Miltenyi’s exercise of rights under such licenses is required","8.3 Third Party Fees and Royalties. Bellicum will reimburse Miltenyi for Third Party royalties and/or license fees, if any, owed by Miltenyi under Third Party license agreements existing as of the Effective Date as set forth on Exhibit D solely to the extent Miltenyi’s exercise of rights under such licenses is required",485.81024169921875,50.04999923706055,515.4788208007812,544.949951171875,494.89995193481445,29.6685791015625
29,2,"(a) Product Price. In consideration of the supply and Delivery of Miltenyi Products under and in accordance with this Agreement, Miltenyi agrees to sell and Deliver and Bellicum agrees to purchase Miltenyi Products under and in accordance with this Agreement at the Purchase Price listed for each unit of a Miltenyi Product set forth on Exhibit E (the “Product Price”).","(a) Product Price. In consideration of the supply and Delivery of Miltenyi Products under and in accordance with this Agreement, Miltenyi agrees to sell and Deliver and Bellicum agrees to purchase Miltenyi Products under and in accordance with this Agreement at the Purchase Price listed for each unit of a Miltenyi Product set forth on Exhibit E (the “Product Price”).",219.4230499267578,50.04999923706055,249.0915985107422,544.9502563476562,494.9002571105957,29.668548583984375
29,3,"(b) Tiered Pricing. Bellicum shall be entitled to a reduction of the Product Prices set forth in Exhibit F (collectively, the “Discounts”). The","(b) Tiered Pricing. Bellicum shall be entitled to a reduction of the Product Prices set forth in Exhibit F (collectively, the “Discounts”). The",258.56024169921875,50.04999923706055,267.39776611328125,544.9500732421875,494.90007400512695,8.8375244140625
29,4,"Discount, as applicable to a particular Miltenyi Product in a Calendar Year, shall be based on Bellicum’s and its Subcontractors’ and Licensees’ consolidated volume purchases of such Miltenyi Product in a Calendar Year. Within the first Calendar Year, Miltenyi shall analyze Bellicum’s and its Subcontractors’ and Licensees’ purchases of Miltenyi Products at the end of each Calendar Quarter; if such purchases for a particular Miltenyi Product exceed the volume threshold of the then applicable Discount (based on binding and firm Purchase Orders received by Miltenyi in that Calendar Quarter), then, in the following Calendar Quarter, for all Purchase Orders regarding such Miltenyi Product, the corresponding higher Discount level in accordance with the volume thresholds as defined in Exhibit F shall apply. Subject to Bellicum reaching the Minimum Purchase requirements in accordcance with Section 5.6 in a Calendar Year, for the subsequent Calandar Year, the Discount applicable for the first Discount volume threshold shall apply, beginning from the first Miltenyi Product ordered by Bellicum under this Agreement during such subsequent Calendar Year.","Discount, as applicable to a particular Miltenyi Product in a Calendar Year, shall be based on Bellicum’s and its Subcontractors’ and Licensees’ consolidated volume purchases of such Miltenyi Product in a Calendar Year. Within the first Calendar Year, Miltenyi shall analyze Bellicum’s and its Subcontractors’ and Licensees’ purchases of Miltenyi Products at the end of each Calendar Quarter; if such purchases for a particular Miltenyi Product exceed the volume threshold of the then applicable Discount (based on binding and firm Purchase Orders received by Miltenyi in that Calendar Quarter), then, in the following Calendar Quarter, for all Purchase Orders regarding such Miltenyi Product, the corresponding higher Discount level in accordance with the volume thresholds as defined in Exhibit F shall apply. Subject to Bellicum reaching the Minimum Purchase requirements in accordcance with Section 5.6 in a Calendar Year, for the subsequent Calandar Year, the Discount applicable for the first Discount volume threshold shall apply, beginning from the first Miltenyi Product ordered by Bellicum under this Agreement during such subsequent Calendar Year.",269.29168701171875,50.04999923706055,358.92901611328125,544.9506225585938,494.9006233215332,89.6373291015625
29,5,"(c) Purchase Price Adjustments. Miltenyi shall be entitled to modify the Purchase Price for any Miltenyi Product as set forth in Section 8.3(a) above and Exhibit E on or after the commencement of each Calendar Year during the Term after Contract Year 1 in accordance with this Section 8.4(c), provided that there shall not be more than one (1) Purchase Price increase with respect to the same Miltenyi Product in any given Contract Year during the Term. In case, after application of the applicable Discount, any Purchase Price increases [...***...] percent ([...***...]%) annually, then the Parties shall consult each other, negotiate in good faith and agree in writing upon an adaptation of the applicable Discount to stay within the capping of a [...***...] percent ([...***...]%) increase, except for cases when such Purchase Price increase is the result of a documented increase of more than [...***...] ([...***...]%) in the cost of any raw materials, packaging and/or other components used in the manufacture of Miltenyi Product and Miltenyi, at Bellicum’s request, has provided reasonable documentation evidencing such changes in production costs. It is however expressly agreed between the Parties that the adjusted Purchase Price charged to Bellicum for Miltenyi Product supplied hereunder shall in no event exceed Miltenyi’s then-current list prices for such Miltenyi Product as in effect in the country of destination or use of the applicable Miltenyi Product, as published from time to time in Miltenyi’s applicable product catalogue.","(c) Purchase Price Adjustments. Miltenyi shall be entitled to modify the Purchase Price for any Miltenyi Product as set forth in Section 8.3(a) above and Exhibit E on or after the commencement of each Calendar Year during the Term after Contract Year 1 in accordance with this Section 8.4(c), provided that there shall not be more than one (1) Purchase Price increase with respect to the same Miltenyi Product in any given Contract Year during the Term. In case, after application of the applicable Discount, any Purchase Price increases [...***...] percent ([...***...]%) annually, then the Parties shall consult each other, negotiate in good faith and agree in writing upon an adaptation of the applicable Discount to stay within the capping of a [...***...] percent ([...***...]%) increase, except for cases when such Purchase Price increase is the result of a documented increase of more than [...***...] ([...***...]%) in the cost of any raw materials, packaging and/or other components used in the manufacture of Miltenyi Product and Miltenyi, at Bellicum’s request, has provided reasonable documentation evidencing such changes in production costs. It is however expressly agreed between the Parties that the adjusted Purchase Price charged to Bellicum for Miltenyi Product supplied hereunder shall in no event exceed Miltenyi’s then-current list prices for such Miltenyi Product as in effect in the country of destination or use of the applicable Miltenyi Product, as published from time to time in Miltenyi’s applicable product catalogue.",368.39813232421875,50.04999923706055,488.96661376953125,544.950439453125,494.90044021606445,120.5684814453125
29,6,(d) Product Price Adjustments resulting from Changes. The Parties acknowledge and agree that the limitations on Product Price increases set forth in Section 8.3(c) above shall not apply to,(d) Product Price Adjustments resulting from Changes. The Parties acknowledge and agree that the limitations on Product Price increases set forth in Section 8.3(c) above shall not apply to,498.43524169921875,50.04999923706055,518.0042114257812,544.9501953125,494.90019607543945,19.5689697265625
30,0,Product Price adjustments resulting from a Required Change or a Bellicum-Requested Change pursuant to Section 3.2(d) hereof.,Product Price adjustments resulting from a Required Change or a Bellicum-Requested Change pursuant to Section 3.2(d) hereof.,101.37910461425781,50.04999923706055,110.21660614013672,508.96868896484375,458.9186897277832,8.837501525878906
