page,line_enum,text,tokens,x0,y0,x1,y1,width,height,empty_line,only_special,only_special_len,text_wo_numbers,text_wo_numbers_len,text_duplicated,to_delete_line
20,32,"the Purchase Order from Bellicum, then Bellicum will contact Miltenyi to verify Miltenyi’s receipt and acceptance of such Purchase Order",20,50.04999923706055,438.46697998046875,544.9500732421875,447.30450439453125,494.92507,8.86252,False,the Purchase Order from Bellicum then Bellicum will contact Miltenyi to verify Miltenyis receipt and acceptance of such Purchase Order,20,"the Purchase Order from Bellicum, then Bellicum will contact Miltenyi to verify Miltenyi’s receipt and acceptance of such Purchase Order",20,False,False
20,33,and request written confirmation thereof from Miltenyi. Miltenyi shall accept all Purchase Orders for quantities of Miltenyi Product that,19,50.04999923706055,448.56658935546875,544.9500732421875,457.40411376953125,494.92507,8.86252,False,and request written confirmation thereof from Miltenyi Miltenyi shall accept all Purchase Orders for quantities of Miltenyi Product that,19,and request written confirmation thereof from Miltenyi. Miltenyi shall accept all Purchase Orders for quantities of Miltenyi Product that,19,False,False
20,34,are within the Firm Zone Requirement amounts specified for the relevant Calendar Month in the applicable Monthly Forecast.,18,50.04999923706055,458.66717529296875,496.3433532714844,467.50469970703125,446.31835,8.86252,False,are within the Firm Zone Requirement amounts specified for the relevant Calendar Month in the applicable Monthly Forecast,18,are within the Firm Zone Requirement amounts specified for the relevant Calendar Month in the applicable Monthly Forecast.,18,False,False
20,35,"(e) Each Purchase Order shall reference the MB Global Contract Reference Number (MBGCR) defined in the respective Modules,",18,50.04999923706055,476.97283935546875,544.9498901367188,485.81036376953125,494.92489,8.86252,False,e Each Purchase Order shall reference the MB Global Contract Reference Number MBGCR defined in the respective Modules,18,"(e) Each Purchase Order shall reference the MB Global Contract Reference Number (MBGCR) defined in the respective Modules,",18,False,False
20,36,"submitted by Bellicum to Miltenyi shall be governed exclusively by the terms and conditions of this Agreement, the relevant Module and",21,50.04999923706055,487.70428466796875,544.9496459960938,496.54180908203125,494.92465,8.86252,False,submitted by Bellicum to Miltenyi shall be governed exclusively by the terms and conditions of this Agreement the relevant Module and,21,"submitted by Bellicum to Miltenyi shall be governed exclusively by the terms and conditions of this Agreement, the relevant Module and",21,False,False
20,37,"the applicable Quality Agreement. None of the terms and conditions set forth on any Purchase Order, order form, invoice, acceptance,",20,50.04999923706055,497.80487060546875,544.949951171875,506.64239501953125,494.92495,8.86252,False,the applicable Quality Agreement None of the terms and conditions set forth on any Purchase Order order form invoice acceptance,20,"the applicable Quality Agreement. None of the terms and conditions set forth on any Purchase Order, order form, invoice, acceptance,",20,False,False
20,38,"objection or similar document shall change or modify the terms and conditions of this Agreement, and the Parties hereby agree that the",22,50.04999923706055,507.90447998046875,544.949951171875,516.7420043945312,494.92495,8.86252,False,objection or similar document shall change or modify the terms and conditions of this Agreement and the Parties hereby agree that the,22,"objection or similar document shall change or modify the terms and conditions of this Agreement, and the Parties hereby agree that the",22,False,False
20,39,terms and conditions of this Agreement and the relevant Module shall,11,50.04999923706055,518.0040893554688,296.86859130859375,526.8416137695312,246.84359,8.86252,False,terms and conditions of this Agreement and the relevant Module shall,11,terms and conditions of this Agreement and the relevant Module shall,11,False,False
21,3,"supersede any conflicting term or condition set forth in any Purchase Order, order form, invoice, acceptance, objection or similar",19,50.04999923706055,100.74726867675781,544.950439453125,109.58477020263672,494.92544,8.8625,False,supersede any conflicting term or condition set forth in any Purchase Order order form invoice acceptance objection or similar,19,"supersede any conflicting term or condition set forth in any Purchase Order, order form, invoice, acceptance, objection or similar",19,False,False
21,4,"document furnished by Bellicum to Miltenyi or by Miltenyi to Bellicum, as the case may be. For the avoidance of doubt, Purchase Orders",23,50.04999923706055,110.84785461425781,544.9501953125,119.68535614013672,494.9252,8.8625,False,document furnished by Bellicum to Miltenyi or by Miltenyi to Bellicum as the case may be For the avoidance of doubt Purchase Orders,23,"document furnished by Bellicum to Miltenyi or by Miltenyi to Bellicum, as the case may be. For the avoidance of doubt, Purchase Orders",23,False,False
21,5,may only contain products to be ordered under a single MBGCR. The combination of products referring to different MBGCR in one,21,50.04999923706055,120.94746398925781,544.9501342773438,129.7849578857422,494.92514,8.86249,False,may only contain products to be ordered under a single MBGCR The combination of products referring to different MBGCR in one,21,may only contain products to be ordered under a single MBGCR. The combination of products referring to different MBGCR in one,21,False,False
21,6,"Purchase Order, or a combination of products referencing a MBGCR and products not referencing a MBGCR in one Purchase Order is",21,50.04999923706055,131.0480499267578,544.9500122070312,139.8855438232422,494.92501,8.86249,False,Purchase Order or a combination of products referencing a MBGCR and products not referencing a MBGCR in one Purchase Order is,21,"Purchase Order, or a combination of products referencing a MBGCR and products not referencing a MBGCR in one Purchase Order is",21,False,False
21,7,not possible.,2,50.04999923706055,141.1476593017578,94.86878204345703,149.9851531982422,44.84378,8.86249,False,not possible,2,not possible.,2,False,False
21,8,"(f) In the event of a Bellicum Product safety issue, withdrawal or hold on use of a Bellicum Product by a Regulatory Authority or other",25,50.04999923706055,159.4542999267578,544.9508056640625,168.2917938232422,494.92581,8.86249,False,f In the event of a Bellicum Product safety issue withdrawal or hold on use of a Bellicum Product by a Regulatory Authority or other,25,"(f) In the event of a Bellicum Product safety issue, withdrawal or hold on use of a Bellicum Product by a Regulatory Authority or other",25,False,False
21,9,"issue that directly results in a material reduction or elimination of Bellicum’s quantity requirements for a particular Miltenyi Product(s), the",20,50.04999923706055,170.1847686767578,544.9500732421875,179.0222625732422,494.92507,8.86249,False,issue that directly results in a material reduction or elimination of Bellicums quantity requirements for a particular Miltenyi Products the,20,"issue that directly results in a material reduction or elimination of Bellicum’s quantity requirements for a particular Miltenyi Product(s), the",20,False,False
21,10,Parties will discuss promptly and in good faith adjustments to the permitted forecast variance described in Section 5.1(e) during the period,21,50.04999923706055,180.2853546142578,544.9497680664062,189.1228485107422,494.92477,8.86249,False,Parties will discuss promptly and in good faith adjustments to the permitted forecast variance described in Section 51e during the period,21,Parties will discuss promptly and in good faith adjustments to the permitted forecast variance described in Section .(e) during the period,21,False,False
21,11,"when such circumstance exists, and other steps that could be taken to soften the impact of such circumstance on each Party.",21,50.04999923706055,190.3849639892578,499.5001525878906,199.2224578857422,449.47515,8.86249,False,when such circumstance exists and other steps that could be taken to soften the impact of such circumstance on each Party,21,"when such circumstance exists, and other steps that could be taken to soften the impact of such circumstance on each Party.",21,False,False
21,12,"5.5 Changes to Purchase Orders. Subject to Section 5.2 and applicable Lead Times, Miltenyi shall use [...***...] to comply with unplanned",21,50.04999923706055,208.6916046142578,544.9495239257812,217.5290985107422,494.92452,8.86249,False,55 Changes to Purchase Orders Subject to Section 52 and applicable Lead Times Miltenyi shall use  to comply with unplanned,20,". Changes to Purchase Orders. Subject to Section . and applicable Lead Times, Miltenyi shall use [...***...] to comply with unplanned",21,False,False
21,13,changes in Purchase Orders requested by Bellicum either in terms of quantities or Delivery dates. All requests for changes to Purchase,21,50.04999923706055,219.4230499267578,544.9505615234375,228.2605438232422,494.92556,8.86249,False,changes in Purchase Orders requested by Bellicum either in terms of quantities or Delivery dates All requests for changes to Purchase,21,changes in Purchase Orders requested by Bellicum either in terms of quantities or Delivery dates. All requests for changes to Purchase,21,False,False
21,14,Orders shall be submitted in writing. Bellicum shall be responsible for all supplementary costs that result from the implementation of any,21,50.04999923706055,229.5226593017578,544.9497680664062,238.3601531982422,494.92477,8.86249,False,Orders shall be submitted in writing Bellicum shall be responsible for all supplementary costs that result from the implementation of any,21,Orders shall be submitted in writing. Bellicum shall be responsible for all supplementary costs that result from the implementation of any,21,False,False
21,15,unplanned change to an accepted Purchase Order requested by Bellicum.,10,50.04999923706055,239.6222686767578,310.1249694824219,248.4597625732422,260.09997,8.86249,False,unplanned change to an accepted Purchase Order requested by Bellicum,10,unplanned change to an accepted Purchase Order requested by Bellicum.,10,False,False
21,16,"5.6 Minimum Purchases. This Section 5.6 sets forth a general framework for Minimum Purchases-related terms and conditions, which",18,50.04999923706055,257.92889404296875,544.9500122070312,266.76641845703125,494.92501,8.86252,False,56 Minimum Purchases This Section 56 sets forth a general framework for Minimum Purchasesrelated terms and conditions which,18,". Minimum Purchases. This Section . sets forth a general framework for Minimum Purchases-related terms and conditions, which",18,False,False
21,17,shall apply unless modified terms and conditions for a particular Bellicum Product are set forth in its corresponding Module. In the event,22,50.04999923706055,268.66033935546875,544.9500732421875,277.49786376953125,494.92507,8.86252,False,shall apply unless modified terms and conditions for a particular Bellicum Product are set forth in its corresponding Module In the event,22,shall apply unless modified terms and conditions for a particular Bellicum Product are set forth in its corresponding Module. In the event,22,False,False
21,18,Bellicum’s aggregate purchases of Miltenyi Products from Miltenyi under this Agreement in any Calendar Year during the Term is less than,21,50.04999923706055,278.75994873046875,544.9508666992188,287.59747314453125,494.92587,8.86252,False,Bellicums aggregate purchases of Miltenyi Products from Miltenyi under this Agreement in any Calendar Year during the Term is less than,21,Bellicum’s aggregate purchases of Miltenyi Products from Miltenyi under this Agreement in any Calendar Year during the Term is less than,21,False,False
21,19,"[...***...]% of the Rolling Monthly Forecast subject to Sections 5.1 and 5.3, at the beginning of that Calendar Year or €[...***...]",21,50.04999923706055,288.86053466796875,544.9508666992188,297.69805908203125,494.92587,8.86252,False,of the Rolling Monthly Forecast subject to Sections 51 and 53 at the beginning of that Calendar Year or,19,"[...***...]% of the Rolling Monthly Forecast subject to Sections . and ., at the beginning of that Calendar Year or €[...***...]",21,False,False
21,20,"([...***...] Euros), whatever is higher, (the “Minimum Purchase”), then Miltenyi shall provide written notice to Bellicum of such shortfall.",19,50.04999923706055,298.96014404296875,544.9497680664062,307.79766845703125,494.92477,8.86252,False,Euros whatever is higher the Minimum Purchase then Miltenyi shall provide written notice to Bellicum of such shortfall,18,"([...***...] Euros), whatever is higher, (the “Minimum Purchase”), then Miltenyi shall provide written notice to Bellicum of such shortfall.",19,False,False
21,21,"Notwithstanding anything to the contrary in the foregoing, and for Calendar Year 2019 only, the €[...***...] amount recited as an element",21,50.04999923706055,309.05975341796875,544.949462890625,317.89727783203125,494.92446,8.86252,False,Notwithstanding anything to the contrary in the foregoing and for Calendar Year 2019 only the  amount recited as an element,20,"Notwithstanding anything to the contrary in the foregoing, and for Calendar Year  only, the €[...***...] amount recited as an element",20,False,False
21,22,used to determine the Minimum Purchase in a Calendar Year is hereby reduced to €[...***...]. Bellicum shall have [...***...] days to tender,22,50.04999923706055,319.16033935546875,544.9500732421875,327.99786376953125,494.92507,8.86252,False,used to determine the Minimum Purchase in a Calendar Year is hereby reduced to  Bellicum shall have  days to tender,20,used to determine the Minimum Purchase in a Calendar Year is hereby reduced to €[...***...]. Bellicum shall have [...***...] days to tender,22,False,False
21,23,a firm Purchase Order for the purchase of such shortfall to satisfy the Minimum Purchase requirements set forth above. If Bellicum fails,22,50.04999923706055,329.25994873046875,544.9495239257812,338.09747314453125,494.92452,8.86252,False,a firm Purchase Order for the purchase of such shortfall to satisfy the Minimum Purchase requirements set forth above If Bellicum fails,22,a firm Purchase Order for the purchase of such shortfall to satisfy the Minimum Purchase requirements set forth above. If Bellicum fails,22,False,False
21,24,"to tender such firm Purchase Order and has not otherwise met the Minimum Purchase requirements within said [...***...]-day period,",19,50.04999923706055,339.36053466796875,544.9500732421875,348.19805908203125,494.92507,8.86252,False,to tender such firm Purchase Order and has not otherwise met the Minimum Purchase requirements within said day period,19,"to tender such firm Purchase Order and has not otherwise met the Minimum Purchase requirements within said [...***...]-day period,",19,False,False
21,25,"then Miltenyi, in its sole discretion, effective immediately upon Bellicum's receipt of written notice of Miltenyi's election to do so, shall",21,50.04999923706055,349.46014404296875,544.950439453125,358.29766845703125,494.92544,8.86252,False,then Miltenyi in its sole discretion effective immediately upon Bellicums receipt of written notice of Miltenyis election to do so shall,21,"then Miltenyi, in its sole discretion, effective immediately upon Bellicum's receipt of written notice of Miltenyi's election to do so, shall",21,False,False
21,26,have no obligation to Bellicum under this Agreement:,8,50.04999923706055,359.55975341796875,237.53135681152344,368.39727783203125,187.50636,8.86252,False,have no obligation to Bellicum under this Agreement,8,have no obligation to Bellicum under this Agreement:,8,False,False
21,27,(1) not to discontinue the supply of any particular Miltenyi Product;,11,50.04999923706055,377.86639404296875,291.1878356933594,386.70391845703125,241.16284,8.86252,False,1 not to discontinue the supply of any particular Miltenyi Product,11,() not to discontinue the supply of any particular Miltenyi Product;,11,False,False
21,28,(2) to use [...***...] to ensure continuous supply of Miltenyi Products to Bellicum in accordance with Forecasts provided by or on behalf,22,50.04999923706055,396.80389404296875,544.9505004882812,405.64141845703125,494.9255,8.86252,False,2 to use  to ensure continuous supply of Miltenyi Products to Bellicum in accordance with Forecasts provided by or on behalf,21,() to use [...***...] to ensure continuous supply of Miltenyi Products to Bellicum in accordance with Forecasts provided by or on behalf,22,False,False
21,29,of Bellicum; and,3,50.04999923706055,407.53533935546875,108.12503051757812,416.37286376953125,58.10003,8.86252,False,of Bellicum and,3,of Bellicum; and,3,False,False
21,30,(3) to provide Regulatory Work in accordance with Section 4.3.,10,50.04999923706055,425.84100341796875,277.9311218261719,434.67852783203125,227.90612,8.86252,False,3 to provide Regulatory Work in accordance with Section 43,10,() to provide Regulatory Work in accordance with Section ..,10,False,False
21,31,Minimum Purchases referred to above will include the quantities of Miltenyi Product(s) ordered by Bellicum in accordance with applicable,19,50.04999923706055,444.77850341796875,544.949951171875,453.61602783203125,494.92495,8.86252,False,Minimum Purchases referred to above will include the quantities of Miltenyi Products ordered by Bellicum in accordance with applicable,19,Minimum Purchases referred to above will include the quantities of Miltenyi Product(s) ordered by Bellicum in accordance with applicable,19,False,False
21,32,"Forecasts that could not be supplied by Miltenyi. At the time Bellicum reaches the Minimum Purchase requirements again, Miltenyi and",20,50.04999923706055,454.87908935546875,544.9505004882812,463.71661376953125,494.9255,8.86252,False,Forecasts that could not be supplied by Miltenyi At the time Bellicum reaches the Minimum Purchase requirements again Miltenyi and,20,"Forecasts that could not be supplied by Miltenyi. At the time Bellicum reaches the Minimum Purchase requirements again, Miltenyi and",20,False,False
21,33,Bellicum shall in good faith agree to continue the supply commitment.,11,50.04999923706055,464.97869873046875,298.7626037597656,473.81622314453125,248.7376,8.86252,False,Bellicum shall in good faith agree to continue the supply commitment,11,Bellicum shall in good faith agree to continue the supply commitment.,11,False,False
21,34,ARTICLE 6 DELIVERY,3,254.57501220703125,485.17889404296875,340.425048828125,494.01641845703125,85.87504,8.86252,False,ARTICLE 6 DELIVERY,3,ARTICLE  DELIVERY,2,False,False
21,35,6.1 Delivery; Shipment.,3,50.04999923706055,503.48553466796875,133.69064331054688,512.3230590820312,83.66564,8.86252,False,61 Delivery Shipment,3,. Delivery; Shipment.,3,False,False
21,36,(a) Each quantity of Miltenyi Product(s) ordered by Bellicum in a particular Purchase Order pursuant to this Agreement shall be delivered,21,50.04999923706055,522.4230346679688,544.9500122070312,531.2605590820312,494.92501,8.86252,False,a Each quantity of Miltenyi Products ordered by Bellicum in a particular Purchase Order pursuant to this Agreement shall be delivered,21,(a) Each quantity of Miltenyi Product(s) ordered by Bellicum in a particular Purchase Order pursuant to this Agreement shall be delivered,21,False,False
21,37,FCA (Incoterms 2010) Miltenyi’s Facility by delivery,7,50.04999923706055,533.1535034179688,238.79383850097656,541.9910278320312,188.76884,8.86252,False,FCA Incoterms 2010 Miltenyis Facility by delivery,7,FCA (Incoterms ) Miltenyi’s Facility by delivery,7,False,False
22,3,"of the shipped goods to Bellicum’s designated carrier or freight forwarder, in adequate packaging and ready for loading, on the Delivery",21,50.04999923706055,101.37910461425781,544.9496459960938,110.21660614013672,494.92465,8.8625,False,of the shipped goods to Bellicums designated carrier or freight forwarder in adequate packaging and ready for loading on the Delivery,21,"of the shipped goods to Bellicum’s designated carrier or freight forwarder, in adequate packaging and ready for loading, on the Delivery",21,False,False
22,4,Date (“Delivery”).,2,50.04999923706055,111.47871398925781,115.0687484741211,120.31621551513672,65.04375,8.8625,False,Date Delivery,2,Date (“Delivery”).,2,False,False
22,5,"(b) Each shipment of Miltenyi Products will be picked up by Bellicum’s designated carrier on the agreed delivery date(s) (each, a “Delivery",22,50.04999923706055,129.7853546142578,544.9501342773438,138.6228485107422,494.92514,8.86249,False,b Each shipment of Miltenyi Products will be picked up by Bellicums designated carrier on the agreed delivery dates each a Delivery,22,"(b) Each shipment of Miltenyi Products will be picked up by Bellicum’s designated carrier on the agreed delivery date(s) (each, a “Delivery",22,False,False
22,6,"Date”) confirmed by Miltenyi for the applicable Purchase Order in accordance with applicable Lead Time(s), during normal business",18,50.04999923706055,140.5167999267578,544.9498901367188,149.3542938232422,494.92489,8.86249,False,Date confirmed by Miltenyi for the applicable Purchase Order in accordance with applicable Lead Times during normal business,18,"Date”) confirmed by Miltenyi for the applicable Purchase Order in accordance with applicable Lead Time(s), during normal business",18,False,False
22,7,"hours (Monday to Friday, excluding statutory holidays) unless special arrangements are agreed to by Miltenyi in writing. Bellicum shall be",20,50.04999923706055,150.6164093017578,544.9500732421875,159.4539031982422,494.92507,8.86249,False,hours Monday to Friday excluding statutory holidays unless special arrangements are agreed to by Miltenyi in writing Bellicum shall be,20,"hours (Monday to Friday, excluding statutory holidays) unless special arrangements are agreed to by Miltenyi in writing. Bellicum shall be",20,False,False
22,8,"responsible for all arrangements regarding loading, shipment, insurance from Miltenyi’s Facility to the ultimate destination and import",17,50.04999923706055,160.7160186767578,544.949951171875,169.5535125732422,494.92495,8.86249,False,responsible for all arrangements regarding loading shipment insurance from Miltenyis Facility to the ultimate destination and import,17,"responsible for all arrangements regarding loading, shipment, insurance from Miltenyi’s Facility to the ultimate destination and import",17,False,False
22,9,"customs clearances at the destination country, except as otherwise agreed by the Parties in writing. Alternatively, upon Bellicum’s written",19,50.04999923706055,170.8166046142578,544.9501342773438,179.6540985107422,494.92514,8.86249,False,customs clearances at the destination country except as otherwise agreed by the Parties in writing Alternatively upon Bellicums written,19,"customs clearances at the destination country, except as otherwise agreed by the Parties in writing. Alternatively, upon Bellicum’s written",19,False,False
22,10,"request, Miltenyi will make all necessary shipping arrangements on behalf of Bellicum with a carrier designated by Bellicum, on Bellicum’s",20,50.04999923706055,180.9162139892578,544.9500122070312,189.7537078857422,494.92501,8.86249,False,request Miltenyi will make all necessary shipping arrangements on behalf of Bellicum with a carrier designated by Bellicum on Bellicums,20,"request, Miltenyi will make all necessary shipping arrangements on behalf of Bellicum with a carrier designated by Bellicum, on Bellicum’s",20,False,False
22,11,responsibility. Bellicum shall provide Miltenyi with a list of approved carriers. Bellicum also shall be responsible for all of the following,21,50.04999923706055,191.0167999267578,544.9500732421875,199.8542938232422,494.92507,8.86249,False,responsibility Bellicum shall provide Miltenyi with a list of approved carriers Bellicum also shall be responsible for all of the following,21,responsibility. Bellicum shall provide Miltenyi with a list of approved carriers. Bellicum also shall be responsible for all of the following,21,False,False
22,12,"costs and charges, as applicable: loading charges of the designated carrier, freight charges and other shipping expenses from Miltenyi’s",19,50.04999923706055,201.1164093017578,544.9495849609375,209.9539031982422,494.92459,8.86249,False,costs and charges as applicable loading charges of the designated carrier freight charges and other shipping expenses from Miltenyis,19,"costs and charges, as applicable: loading charges of the designated carrier, freight charges and other shipping expenses from Miltenyi’s",19,False,False
22,13,"Facility to the ultimate destination, expenses for insurance of goods during transit, import customs clearances.",15,50.04999923706055,211.2160186767578,443.9501037597656,220.0535125732422,393.9251,8.86249,False,Facility to the ultimate destination expenses for insurance of goods during transit import customs clearances,15,"Facility to the ultimate destination, expenses for insurance of goods during transit, import customs clearances.",15,False,False
22,14,"(c) Upon Delivery, Bellicum will cause its carrier to verify the gross and visually observable physical integrity of all Miltenyi Product",21,50.04999923706055,229.5226593017578,544.9498901367188,238.3601531982422,494.92489,8.86249,False,c Upon Delivery Bellicum will cause its carrier to verify the gross and visually observable physical integrity of all Miltenyi Product,21,"(c) Upon Delivery, Bellicum will cause its carrier to verify the gross and visually observable physical integrity of all Miltenyi Product",21,False,False
22,15,packaging prior to loading and to acknowledge proper receipt of the Miltenyi Products by signing the relevant transport documentation.,19,50.04999923706055,240.2541046142578,532.955810546875,249.0915985107422,482.93081,8.86249,False,packaging prior to loading and to acknowledge proper receipt of the Miltenyi Products by signing the relevant transport documentation,19,packaging prior to loading and to acknowledge proper receipt of the Miltenyi Products by signing the relevant transport documentation.,19,False,False
22,16,(d) Miltenyi shall have the Miltenyi Products appropriately labelled with a traceable lot or batch number and packaged for shipping in,21,50.04999923706055,258.55975341796875,544.9497680664062,267.39727783203125,494.92477,8.86252,False,d Miltenyi shall have the Miltenyi Products appropriately labelled with a traceable lot or batch number and packaged for shipping in,21,(d) Miltenyi shall have the Miltenyi Products appropriately labelled with a traceable lot or batch number and packaged for shipping in,21,False,False
22,17,"commercial packaging materials in compliance with Agreed Standards, Miltenyi’s standard procedures and, the applicable Quality",15,50.04999923706055,269.29119873046875,544.9496459960938,278.12872314453125,494.92465,8.86252,False,commercial packaging materials in compliance with Agreed Standards Miltenyis standard procedures and the applicable Quality,15,"commercial packaging materials in compliance with Agreed Standards, Miltenyi’s standard procedures and, the applicable Quality",15,False,False
22,19,(e) Quantities actually Delivered to Bellicum or Bellicum’s designee pursuant to an accepted Purchase Order may not vary from the,20,50.04999923706055,297.69744873046875,544.94970703125,306.53497314453125,494.92471,8.86252,False,e Quantities actually Delivered to Bellicum or Bellicums designee pursuant to an accepted Purchase Order may not vary from the,20,(e) Quantities actually Delivered to Bellicum or Bellicum’s designee pursuant to an accepted Purchase Order may not vary from the,20,False,False
22,20,"quantities reflected in such Purchase Order without Bellicums’ prior written consent; provided, however, that if Bellicum so consents to a",20,50.04999923706055,308.42889404296875,544.9498291015625,317.26641845703125,494.92483,8.86252,False,quantities reflected in such Purchase Order without Bellicums prior written consent provided however that if Bellicum so consents to a,20,"quantities reflected in such Purchase Order without Bellicums’ prior written consent; provided, however, that if Bellicum so consents to a",20,False,False
22,21,"variance in quantities actually Delivered (as compared to quantities set forth in an accepted Purchase Order), Bellicum shall only be",20,50.04999923706055,318.52850341796875,544.9501953125,327.36602783203125,494.9252,8.86252,False,variance in quantities actually Delivered as compared to quantities set forth in an accepted Purchase Order Bellicum shall only be,20,"variance in quantities actually Delivered (as compared to quantities set forth in an accepted Purchase Order), Bellicum shall only be",20,False,False
22,22,invoiced and required to pay for the quantities of Miltenyi Product that Miltenyi actually Delivered to Bellicum or Bellicum’s designee. In,21,50.04999923706055,328.62908935546875,544.9500122070312,337.46661376953125,494.92501,8.86252,False,invoiced and required to pay for the quantities of Miltenyi Product that Miltenyi actually Delivered to Bellicum or Bellicums designee In,21,invoiced and required to pay for the quantities of Miltenyi Product that Miltenyi actually Delivered to Bellicum or Bellicum’s designee. In,21,False,False
22,23,"the event that Bellicum consents to accept Delivery of less than the quantities of Miltenyi Product in an accepted Purchase Order, Miltenyi",22,50.04999923706055,338.72869873046875,544.950439453125,347.56622314453125,494.92544,8.86252,False,the event that Bellicum consents to accept Delivery of less than the quantities of Miltenyi Product in an accepted Purchase Order Miltenyi,22,"the event that Bellicum consents to accept Delivery of less than the quantities of Miltenyi Product in an accepted Purchase Order, Miltenyi",22,False,False
22,24,"shall include, in the next shipment of Miltenyi Product to Bellicum, any quantities ordered pursuant to an accepted Purchase Order but not",22,50.04999923706055,348.82928466796875,544.9508056640625,357.66680908203125,494.92581,8.86252,False,shall include in the next shipment of Miltenyi Product to Bellicum any quantities ordered pursuant to an accepted Purchase Order but not,22,"shall include, in the next shipment of Miltenyi Product to Bellicum, any quantities ordered pursuant to an accepted Purchase Order but not",22,False,False
22,25,"actually delivered on the designated Delivery date. If a delay in any such Delivery of Miltenyi Products exceeds ten (10) Days, then",22,50.04999923706055,358.92889404296875,544.9498901367188,367.76641845703125,494.92489,8.86252,False,actually delivered on the designated Delivery date If a delay in any such Delivery of Miltenyi Products exceeds ten 10 Days then,22,"actually delivered on the designated Delivery date. If a delay in any such Delivery of Miltenyi Products exceeds ten () Days, then",22,False,False
22,26,Bellicum may require a pro rata reduction in its then-current Monthly Forecast to account for such delay.,17,50.04999923706055,369.02850341796875,425.6434631347656,377.86602783203125,375.61846,8.86252,False,Bellicum may require a pro rata reduction in its thencurrent Monthly Forecast to account for such delay,17,Bellicum may require a pro rata reduction in its then-current Monthly Forecast to account for such delay.,17,False,False
22,27,6.2 Title and Risk. Title and risk of loss or damage to Miltenyi Products shall pass to Bellicum as defined by Incoterm FCA (Incoterms,24,50.04999923706055,387.33514404296875,544.9500122070312,396.17266845703125,494.92501,8.86252,False,62 Title and Risk Title and risk of loss or damage to Miltenyi Products shall pass to Bellicum as defined by Incoterm FCA Incoterms,24,. Title and Risk. Title and risk of loss or damage to Miltenyi Products shall pass to Bellicum as defined by Incoterm FCA (Incoterms,24,False,False
22,28,"2010). Should any of the Delivered Miltenyi Products be damaged during transit to Bellicum or Bellicum’s designee, then notwithstanding",19,50.04999923706055,398.06658935546875,544.9495239257812,406.90411376953125,494.92452,8.86252,False,2010 Should any of the Delivered Miltenyi Products be damaged during transit to Bellicum or Bellicums designee then notwithstanding,19,"). Should any of the Delivered Miltenyi Products be damaged during transit to Bellicum or Bellicum’s designee, then notwithstanding",19,False,False
22,29,"anything to the contrary in Section 5.4, a replacement order to replace such damaged Miltenyi Products shall be fulfilled, even if the",22,50.04999923706055,408.16619873046875,544.9505004882812,417.00372314453125,494.9255,8.86252,False,anything to the contrary in Section 54 a replacement order to replace such damaged Miltenyi Products shall be fulfilled even if the,22,"anything to the contrary in Section ., a replacement order to replace such damaged Miltenyi Products shall be fulfilled, even if the",22,False,False
22,30,"volume limitations defined in Section 5.2 are exceeded, by Miltenyi in good faith and as soon as practicable (and such replacement order",22,50.04999923706055,418.26678466796875,544.9503173828125,427.10430908203125,494.92532,8.86252,False,volume limitations defined in Section 52 are exceeded by Miltenyi in good faith and as soon as practicable and such replacement order,22,"volume limitations defined in Section . are exceeded, by Miltenyi in good faith and as soon as practicable (and such replacement order",22,False,False
22,31,shall be considered a new Purchase Order during the applicable Firm Zone).,12,50.04999923706055,428.36639404296875,321.4877014160156,437.20391845703125,271.4627,8.86252,False,shall be considered a new Purchase Order during the applicable Firm Zone,12,shall be considered a new Purchase Order during the applicable Firm Zone).,12,False,False
22,32,"6.3 Partial Delivery. With Bellicum’s specific prior written consent, Miltenyi may make partial shipment against Purchase Orders, to be",19,50.04999923706055,446.67303466796875,544.9503784179688,455.51055908203125,494.92538,8.86252,False,63 Partial Delivery With Bellicums specific prior written consent Miltenyi may make partial shipment against Purchase Orders to be,19,". Partial Delivery. With Bellicum’s specific prior written consent, Miltenyi may make partial shipment against Purchase Orders, to be",19,False,False
22,33,"separately invoiced with each shipment and paid for when due in accordance with this Agreement. For such partial shipments, Miltenyi",20,50.04999923706055,457.40350341796875,544.9500732421875,466.24102783203125,494.92507,8.86252,False,separately invoiced with each shipment and paid for when due in accordance with this Agreement For such partial shipments Miltenyi,20,"separately invoiced with each shipment and paid for when due in accordance with this Agreement. For such partial shipments, Miltenyi",20,False,False
22,34,will pay all shipment costs associated with such subsequent or additional shipments.,12,50.04999923706055,467.50408935546875,350.5247802734375,476.34161376953125,300.49978,8.86252,False,will pay all shipment costs associated with such subsequent or additional shipments,12,will pay all shipment costs associated with such subsequent or additional shipments.,12,False,False
22,35,"6.4 Minimum Guaranteed Shelf Life. Miltenyi shall ensure that, at the time of Delivery the remaining shelf life of each shipped Miltenyi",22,50.04999923706055,485.80975341796875,544.9497680664062,494.64727783203125,494.92477,8.86252,False,64 Minimum Guaranteed Shelf Life Miltenyi shall ensure that at the time of Delivery the remaining shelf life of each shipped Miltenyi,22,". Minimum Guaranteed Shelf Life. Miltenyi shall ensure that, at the time of Delivery the remaining shelf life of each shipped Miltenyi",22,False,False
